order_Quantity,customer_Name,customer_ID,order_Date,Expected_Delivery_date,delivery_Date,Actual_Delivery_Days,order_ID,order_Tailor,order_Type,Total_Amount,order_Tax,order_Discount,delivery_Type,delivery_Order_Ref,order_Delivered_Quantity,delivery_Quantity,Month,order_Tailor_Name,Expected_Delivery_Days,Tailoring_Style,size,length_cm,width_cm,sleeve_cm,fabric_meters,Price_Per_Unit,Fabric_Price_Per_Meter,Satisfaction,Dissatisfaction_Reason,Days_Difference
1,Ad***,2276,2025-08-15,2025-08-22,2025-08-19,4.0,2824,001,Tailoring,350.0,45.65217391304348,0.0,Recived,2824,1,0,August,Factory                                          ,7,Saudi Classic,XXXXL,82.5,62.0,25.0,2.1,350.0,166.6666666666667,1,,4.0
1,Mo*****,2270,2025-08-15,2025-08-22,2025-08-22,7.0,2816,001,Tailoring,200.0,26.08695652173913,30.0,Recived,2816,1,1,August,Factory                                          ,7,Saudi Classic,XXXXL,79.5,61.0,25.0,2.1,200.0,95.23809523809524,1,,7.0
3,Ab*******,2274,2025-08-15,2025-08-22,2025-08-19,4.0,2820,001,Tailoring,1050.0,136.9565217391304,0.0,Recived,2820,3,3,August,Factory                                          ,7,Modern Slim Fit,S,70.0,48.5,20.5,1.8,350.0,194.4444444444444,1,,4.0
3,Sa**,2273,2025-08-15,2025-08-22,2025-08-19,4.0,2819,001,Tailoring,1050.0,136.9565217391304,0.0,Recived,2819,3,3,August,Factory                                          ,7,Saudi Classic,XXXXL,82.5,61.5,24.5,2.1,350.0,166.6666666666667,1,,4.0
1,Tu***,1723,2025-08-15,2025-08-22,2025-08-17,2.0,2821,001,Tailoring,230.0,30.0,0.0,Recived,2821,1,1,August,Factory                                          ,7,Saudi Classic,XL,74.0,56.0,23.5,1.95,230.0,117.948717948718,1,,2.0
2,Hu*****,2275,2025-08-15,2025-08-22,2025-08-18,3.0,2822,001,Tailoring,800.0,104.3478260869565,0.0,Recived,2822,2,0,August,Factory                                          ,7,Saudi Classic,S,71.5,50.5,21.0,1.8,400.0,222.2222222222222,1,,3.0
1,Ab*******,1723,2025-08-15,2025-08-22,2025-08-17,2.0,2823,001,Tailoring,200.0,26.08695652173913,0.0,Recived,2823,1,1,August,Factory                                          ,7,Saudi Classic,XXXXL,82.0,60.0,25.5,2.1,200.0,95.23809523809524,1,,2.0
1,Ah***,2277,2025-08-15,2025-08-22,2025-08-18,3.0,2825,001,Tailoring,400.0,52.17391304347826,0.0,Recived,2825,1,1,August,Factory                                          ,7,Modern Slim Fit,S,70.0,48.5,21.5,1.8,400.0,222.2222222222222,1,,3.0
2,Ab*******,2265,2025-08-17,2025-08-24,2025-08-24,7.0,2827,001,Tailoring,700.0,91.30434782608695,0.0,Recived,2827,2,2,August,Factory                                          ,7,Modern Slim Fit,L,75.0,54.5,23.0,1.9,350.0,184.2105263157895,1,,7.0
4,Fa****,595,2025-08-17,2025-08-24,2025-08-28,11.0,2826,001,Tailoring,1080.0,140.8695652173913,60.0,Recived,2826,4,4,August,Factory                                          ,7,Saudi Classic,M,71.5,53.5,22.5,1.85,270.0,145.9459459459459,1,,11.0
1,Me*****,2003,2025-08-17,2025-08-24,,,2828,001,Tailoring,300.0,39.1304347826087,80.0,Recived,2828,1,1,August,Factory                                          ,7,Modern Slim Fit,L,75.5,54.0,23.5,1.9,300.0,157.8947368421053,1,,7.0
1,Ab******,2278,2025-08-17,2025-08-24,2025-08-20,3.0,2829,001,Tailoring,370.0,48.26086956521739,0.0,Recived,2829,1,0,August,Factory                                          ,7,Saudi Classic,S,70.0,51.0,20.5,1.8,370.0,205.5555555555555,1,,3.0
1,Ab******,2278,2025-08-17,2025-08-24,2025-08-20,3.0,2829,001,Tailoring,370.0,48.26086956521739,0.0,Recived,2829,1,1,August,Factory                                          ,7,Saudi Classic,XXI,77.0,58.0,23.5,2.0,370.0,185.0,1,,3.0
2,Ot****,1989,2025-08-17,2025-08-24,2025-08-20,3.0,2830,001,Tailoring,420.0,54.78260869565217,100.0,Recived,2830,2,2,August,Factory                                          ,7,Modern Slim Fit,XXXXL,81.0,61.5,25.0,2.1,210.0,100.0,1,,3.0
5,Am**,1145,2025-08-17,2025-08-24,,,2831,001,Tailoring,1500.0,195.6521739130435,500.0,Recived,2831,0,0,August,Factory                                          ,7,Modern Slim Fit,XXXXL,80.0,60.5,24.5,2.1,0.0,0.0,1,,7.0
1,Ha***,867,2025-08-18,2025-08-25,,,2832,001,Tailoring,0.0,0.0,0.0,Recived,2832,1,0,August,Factory                                          ,7,Saudi Classic,XL,76.0,54.5,23.5,1.95,0.0,0.0,1,,7.0
2,Am**,1145,2025-08-18,2025-08-25,,,2833,001,Tailoring,600.0,78.26086956521739,0.0,Recived,2833,0,0,August,Factory                                          ,7,Saudi Classic,L,72.5,54.0,23.5,1.9,0.0,0.0,1,,7.0
1,Hu*****,2279,2025-08-19,2025-08-26,,,2835,001,Tailoring,470.0,61.30434782608695,0.0,Recived,2835,0,0,August,Factory                                          ,7,Emirati,XXI,76.5,57.0,24.0,2.0,0.0,0.0,1,,7.0
2,Ma****,1982,2025-08-19,2025-08-26,2025-08-24,5.0,2836,001,Tailoring,720.0,93.91304347826087,0.0,Recived,2836,2,2,August,Factory                                          ,7,Saudi Classic,L,75.0,55.0,23.5,1.9,360.0,189.4736842105263,1,,5.0
2,Fa***,1587,2025-08-19,2025-08-26,2025-08-24,5.0,2837,001,Tailoring,480.0,62.60869565217391,50.0,Recived,2837,2,2,August,Factory                                          ,7,Saudi Classic,XXI,78.5,56.0,24.0,2.0,240.0,120.0,1,,5.0
4,Ma***,7,2025-08-19,2025-08-26,2025-08-28,9.0,2838,001,Tailoring,0.0,0.0,0.0,Recived,2838,4,4,August,Factory                                          ,7,Modern Slim Fit,XL,74.0,56.5,23.0,1.95,0.0,0.0,1,,9.0
1,Mu*****,2258,2025-08-19,2025-08-26,2025-08-28,9.0,2834,001,Tailoring,150.0,19.56521739130435,0.0,Recived,2834,1,1,August,Factory                                          ,7,Modern Slim Fit,XXXXL,82.5,62.5,24.5,2.1,150.0,71.42857142857143,1,,9.0
1,Mu***,2281,2025-08-19,2025-08-26,2025-08-20,1.0,2841,001,Tailoring,350.0,45.65217391304348,0.0,Recived,2841,1,1,August,Factory                                          ,7,Saudi Classic,M,72.5,53.5,22.0,1.85,350.0,189.1891891891892,1,,1.0
1,Al*,2280,2025-08-19,2025-08-26,2025-08-22,3.0,2839,001,Tailoring,350.0,45.65217391304348,0.0,Recived,2839,1,1,August,Factory                                          ,7,Saudi Classic,XXI,78.5,58.0,24.5,2.0,350.0,175.0,1,,3.0
1,Ab*******,2219,2025-08-19,2025-08-26,2025-08-29,10.0,2842,001,Tailoring,400.0,52.17391304347826,0.0,Recived,2842,1,1,August,Factory                                          ,7,Saudi Classic,S,69.5,49.5,21.0,1.8,400.0,222.2222222222222,1,,10.0
1,Mu***,2281,2025-08-19,2025-08-26,2025-08-20,1.0,2840,001,Tailoring,325.0,42.39130434782609,0.0,Recived,2840,1,1,August,Factory                                          ,7,Saudi Classic,XXI,78.0,57.5,24.0,2.0,325.0,162.5,1,,1.0
2,Ya***,1083,2025-08-20,2025-08-27,,,2843,001,Tailoring,700.0,91.30434782608695,0.0,Recived,2843,0,0,August,Factory                                          ,7,Emirati,XL,76.5,55.5,23.0,1.95,0.0,0.0,1,,7.0
1,Mi*****,2282,2025-08-20,2025-08-27,2025-08-24,4.0,2844,001,Tailoring,180.0,23.47826086956522,50.0,Recived,2844,1,1,August,Factory                                          ,7,Emirati,XXXXL,81.5,62.0,25.0,2.1,180.0,85.71428571428571,1,,4.0
3,Ma***,7,2025-08-21,2025-08-28,2025-08-28,7.0,2845,001,Tailoring,0.0,0.0,0.0,Recived,2845,3,3,August,Factory                                          ,7,Saudi Classic,XL,73.5,55.0,23.0,1.95,0.0,0.0,1,,7.0
2,Mo*****,1814,2025-08-21,2025-08-28,2025-08-24,3.0,2846,001,Tailoring,670.0,87.3913043478261,0.0,Recived,2846,2,2,August,Factory                                          ,7,Emirati,XXXXL,82.5,62.0,24.5,2.1,335.0,159.5238095238095,1,,3.0
1,Tu***,946,2025-08-22,2025-08-29,,,23,001,Fixing,20.0,2.608695652173913,0.0,Recived,23,1,0,August,Factory                                          ,7,Modern Slim Fit,XXXXL,80.5,61.0,25.5,2.1,20.0,9.523809523809524,1,,7.0
1,Sa****,2283,2025-08-22,2025-08-29,2025-08-24,2.0,2847,001,Tailoring,400.0,52.17391304347826,0.0,Recived,2847,1,1,August,Factory                                          ,7,Emirati,M,71.5,51.5,22.0,1.85,400.0,216.2162162162162,1,,2.0
1,Ma*****,2283,2025-08-22,2025-08-29,2025-08-24,2.0,2848,001,Tailoring,250.0,32.60869565217391,0.0,Recived,2848,1,1,August,Factory                                          ,7,Saudi Classic,S,69.0,50.5,20.5,1.8,250.0,138.8888888888889,1,,2.0
1,Al*****,2284,2025-08-22,2025-08-29,2025-08-30,8.0,2849,001,Tailoring,330.0,43.04347826086956,0.0,Recived,2849,1,1,August,Factory                                          ,7,Modern Slim Fit,S,69.0,50.0,21.0,1.8,330.0,183.3333333333333,1,,8.0
1,Ha***,2285,2025-08-22,2025-08-29,2025-08-29,7.0,2850,001,Tailoring,420.0,54.78260869565217,0.0,Recived,2850,1,1,August,Factory                                          ,7,Saudi Classic,XXXXL,81.5,62.0,24.5,2.1,420.0,200.0,1,,7.0
1,Su****,2286,2025-08-22,2025-08-29,2025-08-23,1.0,2851,001,Tailoring,350.0,45.65217391304348,0.0,Recived,2851,1,0,August,Factory                                          ,7,Modern Slim Fit,XXXXL,81.0,60.0,25.5,2.1,350.0,166.6666666666667,1,,1.0
1,Ja***,2287,2025-08-22,2025-08-29,2025-08-26,4.0,2852,001,Tailoring,350.0,45.65217391304348,0.0,Recived,2852,1,1,August,Factory                                          ,7,Emirati,XL,76.5,55.5,23.5,1.95,350.0,179.4871794871795,1,,4.0
2,Am****,2182,2025-08-22,2025-08-29,2025-08-29,7.0,2853,001,Tailoring,650.0,84.78260869565217,30.0,Recived,2853,2,2,August,Factory                                          ,7,Saudi Classic,XXXXL,80.5,60.5,25.5,2.1,325.0,154.7619047619048,1,,7.0
1,Na**,2291,2025-08-22,2025-08-29,2025-08-23,1.0,2854,001,Tailoring,420.0,54.78260869565217,0.0,Recived,2854,1,0,August,Factory                                          ,7,Saudi Classic,S,71.0,49.0,21.0,1.8,420.0,233.3333333333333,1,,1.0
1,Na**,2291,2025-08-22,2025-08-29,2025-08-23,1.0,2854,001,Tailoring,420.0,54.78260869565217,0.0,Recived,2854,1,1,August,Factory                                          ,7,Saudi Classic,S,70.0,50.5,21.5,1.8,420.0,233.3333333333333,1,,1.0
1,Su****,2286,2025-08-22,2025-08-29,2025-08-23,1.0,2851,001,Tailoring,350.0,45.65217391304348,0.0,Recived,2851,1,1,August,Factory                                          ,7,Saudi Classic,L,73.5,55.0,23.0,1.9,350.0,184.2105263157895,1,,1.0
3,Ib******,2292,2025-08-23,2025-08-30,2025-08-28,5.0,2858,001,Tailoring,414.0,54.0,276.0,Recived,2858,3,3,August,Factory                                          ,7,Modern Slim Fit,S,70.0,51.5,21.0,1.8,138.0,76.66666666666667,1,,5.0
2,Wa****,151,2025-08-23,2025-08-30,2025-08-27,4.0,2859,001,Tailoring,930.0,121.304347826087,70.0,Recived,2859,2,2,August,Factory                                          ,7,Saudi Classic,XXXXL,82.5,59.5,24.5,2.1,465.0,221.4285714285714,1,,4.0
3,Ah***,2290,2025-08-23,2025-08-30,2025-08-27,4.0,2856,001,Tailoring,414.0,54.0,276.0,Recived,2856,3,0,August,Factory                                          ,7,Saudi Classic,L,75.0,53.0,23.5,1.9,138.0,72.63157894736842,1,,4.0
3,Ah***,2290,2025-08-23,2025-08-30,2025-08-27,4.0,2856,001,Tailoring,414.0,54.0,276.0,Recived,2856,3,3,August,Factory                                          ,7,Saudi Classic,M,72.0,50.5,21.5,1.85,138.0,74.5945945945946,1,,4.0
4,Ma***,2289,2025-08-23,2025-08-30,2025-08-27,4.0,2857,001,Tailoring,552.0,72.0,368.0,Recived,2857,4,0,August,Factory                                          ,7,Emirati,XXI,75.5,58.0,24.0,2.0,138.0,69.0,1,,4.0
4,Ma***,2289,2025-08-23,2025-08-30,2025-08-29,6.0,2857,001,Tailoring,552.0,72.0,368.0,Recived,2857,4,4,August,Factory                                          ,7,Modern Slim Fit,XXI,78.0,57.0,24.5,2.0,138.0,69.0,1,,6.0
3,Ib******,2292,2025-08-23,2025-08-30,2025-08-27,4.0,2858,001,Tailoring,414.0,54.0,276.0,Recived,2858,3,0,August,Factory                                          ,7,Saudi Classic,L,74.0,53.5,23.5,1.9,138.0,72.63157894736842,1,,4.0
3,Ah***,2288,2025-08-23,2025-08-30,2025-08-27,4.0,2855,001,Tailoring,414.0,54.0,276.0,Recived,2855,3,0,August,Factory                                          ,7,Saudi Classic,S,68.5,49.0,21.5,1.8,138.0,76.66666666666667,1,,4.0
3,Ah***,2288,2025-08-23,2025-08-30,2025-08-27,4.0,2855,001,Tailoring,414.0,54.0,276.0,Recived,2855,3,3,August,Factory                                          ,7,Modern Slim Fit,S,69.5,50.5,20.5,1.8,138.0,76.66666666666667,1,,4.0
1,Mo*****,2294,2025-08-23,2025-08-30,2025-08-25,2.0,2861,001,Tailoring,0.0,0.0,0.0,Recived,2861,1,1,August,Factory                                          ,7,Emirati,M,73.5,52.5,22.0,1.85,0.0,0.0,1,,2.0
3,Sa***,2295,2025-08-23,2025-08-30,2025-08-27,4.0,2862,001,Tailoring,1000.0,130.4347826086957,0.0,Recived,2862,3,3,August,Factory                                          ,7,Emirati,XL,75.0,55.5,23.5,1.95,333.3333333333333,170.9401709401709,1,,4.0
1,Kh***,1867,2025-08-23,2025-08-30,2025-08-27,4.0,2863,001,Tailoring,280.0,36.52173913043478,0.0,Recived,2863,1,1,August,Factory                                          ,7,Saudi Classic,XXI,77.5,56.0,23.5,2.0,280.0,140.0,1,,4.0
1,Mi*****,2296,2025-08-23,2025-08-30,2025-08-27,4.0,2864,001,Tailoring,280.0,36.52173913043478,0.0,Recived,2864,1,1,August,Factory                                          ,7,Modern Slim Fit,XL,75.5,53.5,23.5,1.95,280.0,143.5897435897436,1,,4.0
3,Sa***,1855,2025-08-23,2025-08-30,2025-08-28,5.0,2865,001,Tailoring,600.0,78.26086956521739,90.0,Recived,2865,3,3,August,Factory                                          ,7,Emirati,S,70.5,50.5,21.0,1.8,200.0,111.1111111111111,1,,5.0
3,Na**,1957,2025-08-23,2025-08-30,2025-08-28,5.0,2866,001,Tailoring,900.0,117.3913043478261,0.0,Recived,2866,3,3,August,Factory                                          ,7,Saudi Classic,XXI,77.0,56.5,23.5,2.0,300.0,150.0,1,,5.0
2,Mo**,125,2025-08-23,2025-08-30,2025-08-28,5.0,2867,001,Tailoring,750.0,97.82608695652173,0.0,Recived,2867,2,2,August,Factory                                          ,7,Saudi Classic,XXXXL,82.0,60.0,25.0,2.1,375.0,178.5714285714286,1,,5.0
2,Al*,2293,2025-08-23,2025-08-30,2025-08-25,2.0,2860,001,Tailoring,0.0,0.0,0.0,Recived,2860,2,2,August,Factory                                          ,7,Emirati,L,75.5,52.5,23.5,1.9,0.0,0.0,1,,2.0
1,Fa***,1493,2025-08-24,2025-08-31,2025-08-28,4.0,2871,001,Tailoring,200.0,26.08695652173913,30.0,Recived,2871,1,1,August,Factory                                          ,7,Saudi Classic,XL,74.5,56.0,23.5,1.95,200.0,102.5641025641026,1,,4.0
3,Ah***,486,2025-08-24,2025-08-31,2025-08-28,4.0,2870,001,Tailoring,450.0,58.69565217391305,0.0,Recived,2870,3,3,August,Factory                                          ,7,Saudi Classic,S,69.0,49.0,21.0,1.8,150.0,83.33333333333333,1,,4.0
2,Sa****,1238,2025-08-24,2025-08-31,2025-08-28,4.0,2868,001,Tailoring,560.0,73.04347826086956,0.0,Recived,2868,2,2,August,Factory                                          ,7,Emirati,S,70.5,48.5,20.5,1.8,280.0,155.5555555555555,1,,4.0
1,Al*,1455,2025-08-24,2025-08-31,2025-08-29,5.0,2869,001,Tailoring,350.0,45.65217391304348,0.0,Recived,2869,1,1,August,Factory                                          ,7,Saudi Classic,S,68.5,50.0,21.0,1.8,350.0,194.4444444444444,1,,5.0
1,Sa***,1896,2025-08-25,2025-09-01,2025-08-30,5.0,2877,001,Tailoring,350.0,45.65217391304348,0.0,Recived,2877,1,1,August,Factory                                          ,7,Saudi Classic,L,72.5,52.5,22.5,1.9,350.0,184.2105263157895,1,,5.0
2,Kh***,2298,2025-08-25,2025-09-01,2025-08-30,5.0,2876,001,Tailoring,420.0,54.78260869565217,40.0,Recived,2876,1,1,August,Factory                                          ,7,Saudi Classic,L,75.5,54.5,23.5,1.9,420.0,221.0526315789474,1,,5.0
2,Ez*****,2297,2025-08-25,2025-09-01,2025-08-28,3.0,2875,001,Tailoring,700.0,91.30434782608695,0.0,Recived,2875,2,2,August,Factory                                          ,7,Emirati,M,72.0,50.5,22.0,1.85,350.0,189.1891891891892,1,,3.0
4,Sa****,2283,2025-08-25,2025-09-01,2025-08-28,3.0,2873,001,Tailoring,1200.0,156.5217391304348,0.0,Recived,2873,4,4,August,Factory                                          ,7,Saudi Classic,L,74.0,55.5,23.5,1.9,300.0,157.8947368421053,1,,3.0
2,Ab*********,784,2025-08-25,2025-09-01,2025-08-29,4.0,2872,001,Tailoring,800.0,104.3478260869565,0.0,Recived,2872,2,2,August,Factory                                          ,7,Modern Slim Fit,S,71.0,50.5,21.0,1.8,400.0,222.2222222222222,1,,4.0
1,Ma*****,2283,2025-08-25,2025-09-01,2025-08-28,3.0,2874,001,Tailoring,250.0,32.60869565217391,0.0,Recived,2874,1,1,August,Factory                                          ,7,Saudi Classic,XXXXL,80.5,61.0,24.5,2.1,250.0,119.047619047619,1,,3.0
1,Ah***,1036,2025-08-26,2025-09-02,2025-08-28,2.0,2883,001,Tailoring,300.0,39.1304347826087,0.0,Recived,2883,1,1,August,Factory                                          ,7,Emirati,XXI,77.0,57.5,24.0,2.0,300.0,150.0,1,,2.0
3,Ab*******,2300,2025-08-26,2025-09-02,,,2882,001,Tailoring,690.0,90.0,0.0,Recived,2882,3,0,August,Factory                                          ,7,Saudi Classic,S,69.0,49.5,21.5,1.8,230.0,127.7777777777778,1,,7.0
2,Fa****,1165,2025-08-26,2025-09-02,,,2881,001,Tailoring,400.0,52.17391304347826,60.0,Recived,2881,2,0,August,Factory                                          ,7,Modern Slim Fit,M,73.0,51.5,22.5,1.85,200.0,108.1081081081081,1,,7.0
1,Ma****,2299,2025-08-26,2025-09-02,2025-08-30,4.0,2879,001,Tailoring,300.0,39.1304347826087,50.0,Recived,2879,1,1,August,Factory                                          ,7,Saudi Classic,XXI,76.5,55.5,23.5,2.0,300.0,150.0,1,,4.0
1,Ab*******,1307,2025-08-26,2025-09-02,,,2878,001,Tailoring,200.0,26.08695652173913,30.0,Recived,2878,1,1,August,Factory                                          ,7,Saudi Classic,XXI,78.0,58.5,24.0,2.0,200.0,100.0,1,,7.0
1,Ta***,2179,2025-08-26,2025-09-02,2025-08-28,2.0,2880,001,Tailoring,350.0,45.65217391304348,0.0,Recived,2880,1,1,August,Factory                                          ,7,Emirati,XL,75.5,55.0,22.5,1.95,350.0,179.4871794871795,1,,2.0
1,Fa***,406,2025-08-28,2025-09-04,,,2885,001,Tailoring,180.0,23.47826086956522,50.0,Recived,2885,1,1,August,Factory                                          ,7,Saudi Classic,XXI,75.5,55.5,24.5,2.0,180.0,90.0,1,,7.0
3,Mo*****,2305,2025-08-28,2025-09-04,,,2887,001,Tailoring,1000.0,130.4347826086957,0.0,Recived,2887,3,3,August,Factory                                          ,7,Saudi Classic,S,70.0,51.5,20.5,1.8,333.3333333333333,185.1851851851852,1,,7.0
1,Ah***,2304,2025-08-28,2025-09-04,,,2886,001,Tailoring,180.0,23.47826086956522,50.0,Recived,2886,1,1,August,Factory                                          ,7,Saudi Classic,XXI,76.5,58.5,24.5,2.0,180.0,90.0,1,,7.0
1,Ha***,2303,2025-08-28,2025-09-04,2025-08-30,2.0,2884,001,Tailoring,400.0,52.17391304347826,0.0,Recived,2884,1,1,August,Factory                                          ,7,Saudi Classic,L,74.0,53.0,23.0,1.9,400.0,210.5263157894737,1,,2.0
1,Hu*****,2224,2025-08-28,2025-09-04,2025-09-01,4.0,2888,001,Tailoring,350.0,45.65217391304348,0.0,Recived,2888,0,0,August,Factory                                          ,7,Saudi Classic,XL,76.0,54.0,22.5,1.95,0.0,0.0,1,,4.0
2,Hi***,1897,2025-08-28,2025-09-04,2025-09-01,4.0,2889,001,Tailoring,360.0,46.95652173913044,100.0,Recived,2889,2,2,August,Factory                                          ,7,Saudi Classic,XL,74.0,56.0,22.5,1.95,180.0,92.3076923076923,1,,4.0
2,Ha***,1503,2025-08-28,2025-09-04,2025-09-01,4.0,2891,001,Tailoring,800.0,104.3478260869565,0.0,Recived,2891,2,2,August,Factory                                          ,7,Saudi Classic,XXXXL,80.0,62.0,25.5,2.1,400.0,190.4761904761905,1,,4.0
1,Ib******,549,2025-08-28,2025-09-04,2025-09-02,5.0,2890,001,Tailoring,460.0,60.0,0.0,Recived,2890,1,1,August,Factory                                          ,7,Modern Slim Fit,XXXXL,79.5,60.5,25.0,2.1,460.0,219.047619047619,1,,5.0
1,Sa**,2306,2025-08-29,2025-09-05,2025-09-03,5.0,2892,001,Tailoring,380.0,49.56521739130435,0.0,Recived,2892,1,1,August,Factory                                          ,7,Emirati,XXXXL,82.5,60.5,25.0,2.1,380.0,180.9523809523809,1,,5.0
5,Al*,1466,2025-08-29,2025-09-05,2025-09-04,6.0,2893,001,Tailoring,1625.0,211.9565217391304,125.0,Recived,2893,5,5,August,Factory                                          ,7,Modern Slim Fit,XL,75.5,54.0,22.5,1.95,325.0,166.6666666666667,1,,6.0
2,Hu*****,2090,2025-08-30,2025-09-06,2025-09-05,6.0,2899,001,Tailoring,750.0,97.82608695652173,0.0,Recived,2899,2,2,August,Factory                                          ,7,Saudi Classic,XXXXL,79.5,62.5,25.0,2.1,375.0,178.5714285714286,1,,6.0
3,Yo****,2307,2025-08-30,2025-09-06,2025-09-06,7.0,2897,001,Tailoring,1300.0,169.5652173913043,50.0,Recived,2897,3,3,August,Factory                                          ,7,Saudi Classic,L,74.0,55.5,22.5,1.9,433.3333333333333,228.0701754385965,1,,7.0
1,Yo****,2307,2025-08-30,2025-09-06,2025-09-07,8.0,2896,001,Tailoring,400.0,52.17391304347826,0.0,Recived,2896,1,1,August,Factory                                          ,7,Emirati,XXI,78.0,57.5,23.5,2.0,400.0,200.0,1,,8.0
1,Na**,1256,2025-08-30,2025-09-06,2025-09-08,9.0,2895,001,Tailoring,300.0,39.1304347826087,0.0,Recived,2895,1,1,August,Factory                                          ,7,Saudi Classic,XXXXL,81.5,59.5,24.5,2.1,300.0,142.8571428571429,1,,9.0
1,Al*,2308,2025-08-30,2025-09-06,2025-09-09,10.0,2898,001,Tailoring,350.0,45.65217391304348,0.0,Recived,2898,1,1,August,Factory                                          ,7,Saudi Classic,XL,74.0,56.5,23.5,1.95,350.0,179.4871794871795,1,,10.0
1,Ab******,1852,2025-08-30,2025-09-06,2025-09-10,11.0,2894,001,Tailoring,0.0,0.0,0.0,Recived,2894,1,1,August,Factory                                          ,7,Emirati,L,72.5,53.5,22.5,1.9,0.0,0.0,1,,11.0
3,Am****,2309,2025-09-01,2025-09-08,2025-09-04,3.0,2906,001,Tailoring,900.0,117.3913043478261,450.0,Recived,2906,3,3,September,Factory                                          ,7,Saudi Classic,M,73.5,50.5,22.5,1.85,300.0,162.1621621621622,1,,3.0
3,Ra**,915,2025-09-01,2025-09-08,2025-09-07,6.0,2905,001,Tailoring,900.0,117.3913043478261,450.0,Recived,2905,3,3,September,Factory                                          ,7,Saudi Classic,L,73.5,55.5,23.0,1.9,300.0,157.8947368421053,1,,6.0
7,Fa***,406,2025-09-01,2025-09-08,2025-09-05,4.0,2904,001,Tailoring,1260.0,164.3478260869565,350.0,Recived,2904,7,7,September,Factory                                          ,7,Saudi Classic,XXI,77.0,56.0,24.5,2.0,180.0,90.0,1,,4.0
3,Ah***,1603,2025-09-01,2025-09-08,2025-09-05,4.0,2903,001,Tailoring,700.0,91.30434782608695,350.0,Recived,2903,3,3,September,Factory                                          ,7,Saudi Classic,XL,75.5,53.5,23.0,1.95,233.3333333333333,119.6581196581197,1,,4.0
1,Am**,2061,2025-09-01,2025-09-08,2025-09-25,24.0,2902,001,Tailoring,280.0,36.52173913043478,0.0,Recived,2902,1,1,September,Factory                                          ,7,Modern Slim Fit,M,73.5,51.5,22.0,1.85,280.0,151.3513513513514,0,Major Delivery Delay (17 days),24.0
1,Am**,2061,2025-09-01,2025-09-08,2025-09-18,17.0,2902,001,Tailoring,280.0,36.52173913043478,0.0,Recived,2902,1,0,September,Factory                                          ,7,Saudi Classic,S,68.5,49.5,21.0,1.8,280.0,155.5555555555555,0,Major Delivery Delay (10 days),17.0
1,Mo*****,2218,2025-09-01,2025-09-08,2025-09-09,8.0,24,001,Fixing,40.0,5.217391304347826,0.0,Recived,24,1,1,September,Factory                                          ,7,Saudi Classic,M,72.0,51.0,21.5,1.85,40.0,21.62162162162162,1,,8.0
3,Am**,2061,2025-09-01,2025-09-08,2025-09-25,24.0,2901,001,Tailoring,700.0,91.30434782608695,350.0,Recived,2901,3,1,September,Factory                                          ,7,Emirati,M,70.5,51.5,22.5,1.85,233.3333333333333,126.1261261261261,0,Major Delivery Delay (17 days),24.0
1,Sa**,2306,2025-09-01,2025-09-08,2025-09-04,3.0,2907,001,Replace,0.0,0.0,0.0,Recived,2907,1,1,September,Factory                                          ,7,Saudi Classic,L,73.5,52.5,23.5,1.9,0.0,0.0,1,,3.0
1,Am**,2061,2025-09-01,2025-09-08,2025-09-09,8.0,2902,001,Tailoring,280.0,36.52173913043478,0.0,Recived,2902,1,0,September,Factory                                          ,7,Saudi Classic,S,70.5,51.0,21.5,1.8,280.0,155.5555555555555,1,,8.0
1,Ta**,2311,2025-09-01,2025-09-08,2025-09-11,10.0,2908,001,Tailoring,250.0,32.60869565217391,0.0,Recived,2908,1,1,September,Factory                                          ,7,Saudi Classic,M,73.0,50.5,22.5,1.85,250.0,135.1351351351351,1,,10.0
3,Ah***,2317,2025-09-02,2025-09-09,2025-09-08,6.0,2921,001,Tailoring,930.0,121.304347826087,450.0,Recived,2921,3,3,September,Factory                                          ,7,Modern Slim Fit,L,74.5,54.0,23.0,1.9,310.0,163.1578947368421,1,,6.0
3,Ah***,2026,2025-09-02,2025-09-09,2025-09-15,13.0,2920,001,Tailoring,700.0,91.30434782608695,350.0,Recived,2920,3,3,September,Factory                                          ,7,Saudi Classic,L,75.0,54.0,22.5,1.9,233.3333333333333,122.8070175438597,0,Delivery Delay (6 days),13.0
1,Fa***,2084,2025-09-02,2025-09-09,2025-09-04,2.0,2919,001,Tailoring,400.0,52.17391304347826,0.0,Recived,2919,1,1,September,Factory                                          ,7,Modern Slim Fit,XXXXL,81.0,62.0,25.0,2.1,400.0,190.4761904761905,1,,2.0
1,Na***,2084,2025-09-02,2025-09-09,2025-09-04,2.0,2918,001,Tailoring,350.0,45.65217391304348,0.0,Recived,2918,1,1,September,Factory                                          ,7,Modern Slim Fit,XXXXL,81.0,62.5,25.0,2.1,350.0,166.6666666666667,1,,2.0
3,Sa***,1095,2025-09-02,2025-09-09,2025-09-07,5.0,2922,001,Tailoring,900.0,117.3913043478261,450.0,Recived,2922,3,0,September,Factory                                          ,7,Emirati,XXI,78.5,56.5,24.0,2.0,300.0,150.0,1,,5.0
